City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Waddan,LY,29.1614,16.139,83.55,30,0,18.81,clear sky
457,Rundu,NA,-17.9333,19.7667,59.18,37,0,5.55,clear sky
458,Khani,GE,41.9563,42.9566,60.37,98,99,1.48,overcast clouds
459,Kupang,ID,-10.1667,123.5833,71.29,76,92,10.83,overcast clouds
460,Kundiawa,PG,-6.0167,144.9667,62.8,98,100,1.54,overcast clouds
461,Liku,ID,-0.7275,119.8922,74.95,93,100,2.1,moderate rain
462,Charters Towers,AU,-20.1,146.2667,46.85,59,3,12.53,clear sky
463,Belaya Gora,RU,68.5333,146.4167,49.98,80,41,12.5,scattered clouds
464,Lubao,PH,14.9167,120.55,82.11,89,94,2.53,overcast clouds
465,Moose Factory,CA,51.2585,-80.6094,66.2,42,0,13.8,haze
466,Makakilo City,US,21.3469,-158.0858,82.72,63,20,12.66,few clouds
467,Phangnga,TH,8.4509,98.5298,82.44,96,92,4.36,overcast clouds
468,Boende,CD,-0.2167,20.8667,77.23,62,97,2.19,overcast clouds
469,Shingu,JP,33.7333,135.9833,75.97,84,100,3.38,overcast clouds
470,Ambon,ID,-3.6954,128.1814,78.24,15,75,8.05,light rain
471,Lichinga,MZ,-13.3128,35.2406,59.09,67,0,6.91,clear sky
472,Baturaja,ID,-4.1333,104.1667,73.83,99,100,2.55,overcast clouds
473,Gmunden,AT,47.9189,13.7975,73.35,68,70,2.66,broken clouds
474,Aklavik,CA,68.2191,-135.0107,48.2,93,100,10.36,overcast clouds
475,Batagay-Alyta,RU,67.8006,130.4114,53.02,75,100,2.04,overcast clouds
476,Sur,OM,22.5667,59.5289,90.25,64,88,8.3,overcast clouds
477,Tshikapa,CD,-6.4167,20.8,78.6,28,4,3.56,clear sky
478,Zhirnovsk,RU,50.9845,44.7735,65.77,92,100,4.92,light rain
479,Enid,US,36.3956,-97.8784,100.02,25,40,11.01,scattered clouds
480,Novopavlovka,RU,51.2172,109.2091,56.23,79,100,1.88,overcast clouds
481,Bud,US,39.447,-86.1758,88.92,50,4,7.58,clear sky
482,Gopalpur,IN,19.2667,84.9167,78.13,87,100,5.08,overcast clouds
483,Maniitsoq,GL,65.4167,-52.9,43.57,90,53,7.47,broken clouds
484,Nisia Floresta,BR,-6.0911,-35.2086,82.78,85,65,13.13,broken clouds
485,Polyarnyy,RU,69.1989,33.4478,57.67,95,100,6.71,overcast clouds
486,Itaituba,BR,-4.2761,-55.9836,93.36,59,40,4.61,scattered clouds
487,Atbasar,KZ,51.8,68.3333,72.45,61,100,7.05,overcast clouds
488,Hangu,CN,39.2489,117.7892,80.64,86,0,7.11,clear sky
489,Alamogordo,US,32.8995,-105.9603,88.95,36,0,12.66,clear sky
490,Brigantine,US,39.4101,-74.3646,88.03,69,20,10.36,few clouds
491,Kantang,TH,7.4054,99.5156,77.29,92,100,5.73,overcast clouds
492,Jackson,US,42.4165,-122.8345,89.15,41,0,5.75,clear sky
493,Pacifica,US,37.6138,-122.4869,81.23,84,40,13.8,scattered clouds
494,Pacific Grove,US,36.6177,-121.9166,74.8,75,20,8.01,few clouds
495,Izumi,JP,34.4833,135.4333,78.55,78,100,2.3,heavy intensity rain
496,Igarka,RU,67.4667,86.5833,44.83,80,20,6.24,few clouds
497,Port Macquarie,AU,-31.4333,152.9167,49.35,88,31,17.98,scattered clouds
498,Linjiang,CN,41.8069,126.9078,64.54,99,100,1.72,overcast clouds
499,Buanoy,PH,10.4675,123.6999,78.73,84,28,1.86,scattered clouds
500,Kushikino,JP,31.7167,130.2667,79.11,94,100,3.89,overcast clouds
501,Oudtshoorn,ZA,-33.5907,22.2014,50.36,43,0,3.22,clear sky
502,Rolla,US,37.9514,-91.7713,90.72,31,0,4.0,clear sky
503,Synya,RU,65.3718,58.0387,71.62,61,63,5.03,broken clouds
504,Ulladulla,AU,-35.35,150.4667,50.9,65,56,17.83,broken clouds
505,Skjervoy,NO,70.0311,20.9714,60.8,91,100,3.11,overcast clouds
506,Kununurra,AU,-15.7667,128.7333,58.98,33,7,10.36,clear sky
507,Kabompo,ZM,-13.5927,24.2008,58.91,46,1,5.37,clear sky
508,Little Current,CA,45.9793,-81.9248,70.41,56,100,5.19,overcast clouds
509,Ordzhonikidze,KZ,52.4411,61.7408,69.51,62,10,6.91,clear sky
510,Caninde De Sao Francisco,BR,-9.66,-37.7894,74.89,85,58,10.98,broken clouds
511,Tambacounda,SN,13.7539,-13.7586,93.25,59,20,4.61,few clouds
512,Pak Phanang,TH,8.3511,100.202,77.92,86,100,5.5,overcast clouds
513,Sheridan,US,44.8333,-106.9173,100.02,24,0,4.61,clear sky
514,Bhuvanagiri,IN,11.4667,79.6333,82.27,65,98,11.9,overcast clouds
515,Verkhoyansk,RU,67.5447,133.385,53.51,74,100,3.38,overcast clouds
516,Nanticoke,US,41.2054,-76.0049,88.93,49,73,3.0,broken clouds
517,Krasnovishersk,RU,60.4078,57.082,67.17,88,24,2.19,light rain
518,Nandaime,NI,11.757,-86.0529,83.44,69,99,10.71,overcast clouds
519,Deputatskiy,RU,69.3,139.9,43.74,82,91,4.23,overcast clouds
520,Sabya,SA,17.1495,42.6254,89.22,66,91,3.71,overcast clouds
521,Muli,MV,2.9167,73.5667,82.53,77,100,11.79,overcast clouds
522,Christchurch,NZ,-43.5333,172.6333,46.6,62,100,8.05,overcast clouds
523,Kissidougou,GN,9.1848,-10.0999,72.81,91,100,3.29,moderate rain
524,Havelock,US,34.8791,-76.9013,89.06,79,97,5.99,overcast clouds
525,Shenjiamen,CN,29.9576,122.298,78.96,84,100,19.33,overcast clouds
526,Nampula,MZ,-15.1165,39.2666,67.95,83,0,9.22,clear sky
527,Obo,CF,5.3998,26.4869,69.73,95,100,1.01,moderate rain
528,Cocobeach,GA,1.0002,9.5823,75.65,80,11,9.55,few clouds
529,Manono,CD,-7.3,27.4167,80.55,37,69,3.38,broken clouds
530,Burnie,AU,-41.0667,145.9167,39.94,78,14,7.23,few clouds
531,Biaora,IN,23.8667,76.9167,83.28,77,100,4.29,overcast clouds
532,Ronne,DK,55.1009,14.7066,66.11,77,40,9.22,scattered clouds
533,Padang,ID,-0.9492,100.3543,78.55,86,93,3.27,overcast clouds
534,Nuuk,GL,64.1835,-51.7216,56.01,62,20,9.22,few clouds
535,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,78,40,5.75,scattered clouds
536,Samagaltay,RU,50.6022,95.0047,48.52,86,41,5.53,scattered clouds
537,Chapais,CA,49.7834,-74.8492,65.98,46,100,4.68,overcast clouds
538,Karimganj,IN,24.8667,92.35,79.74,91,6,2.59,clear sky
539,Mayumba,GA,-3.432,10.6554,70.39,87,51,7.74,broken clouds
540,Hobyo,SO,5.3505,48.5268,79.07,77,88,28.39,overcast clouds
541,Mitsamiouli,KM,-11.3847,43.2844,78.26,73,100,6.53,overcast clouds
542,Vostok,RU,46.4856,135.8833,60.89,97,75,3.74,broken clouds
543,Alindao,CF,5.0267,21.2088,71.47,96,100,0.76,moderate rain
544,Husavik,IS,66.0449,-17.3389,49.93,66,27,5.35,scattered clouds
545,Madras,IN,13.0878,80.2785,82.38,83,75,6.91,mist
546,La Rioja,ES,42.25,-2.5,83.98,26,11,4.07,few clouds
547,Yebaishou,CN,41.3975,119.6408,68.05,68,0,5.82,clear sky
548,Taicheng,CN,38.731,113.228,69.57,63,0,4.25,clear sky
549,Nago,JP,26.5881,127.9761,82.45,90,100,7.14,overcast clouds
550,Ust-Kuyga,RU,70.0167,135.6,47.17,83,78,5.7,broken clouds
551,Vilyuysk,RU,63.7553,121.6247,61.5,94,35,3.06,light rain
552,Nizhniy Kuranakh,RU,58.8353,125.4869,61.72,94,100,3.29,overcast clouds
553,Pasighat,IN,28.0667,95.3333,79.0,88,96,3.76,overcast clouds
554,Doha,QA,25.2867,51.5333,95.31,66,100,10.36,overcast clouds
555,Farah,AF,32.5,62.5,82.94,16,0,3.98,clear sky
556,Asau,RO,46.4333,26.4,63.52,51,48,7.07,scattered clouds
557,Hervey Bay,AU,-25.2986,152.8535,51.89,66,0,19.84,clear sky
558,Nchelenge,ZM,-9.3451,28.734,70.86,59,72,4.65,broken clouds
559,Bourail,NC,-21.5667,165.4833,69.15,84,58,9.24,broken clouds
560,Tarana,IN,23.3333,76.0333,78.76,83,100,9.93,very heavy rain
561,Moyale,KE,3.5167,39.0584,68.9,45,82,6.91,broken clouds
562,Acapulco,MX,16.8634,-99.8901,85.82,74,75,6.91,broken clouds
563,Nurmijarvi,FI,60.4641,24.8073,65.95,81,40,11.5,light rain
564,Coihaique,CL,-45.5752,-72.0662,33.75,80,75,6.91,broken clouds
565,Samarai,PG,-10.6167,150.6667,77.7,83,100,20.24,overcast clouds
566,Araouane,ML,18.9048,-3.5265,100.63,23,46,10.29,scattered clouds
567,Omsukchan,RU,62.5333,155.8,74.53,53,0,9.08,clear sky
568,Bonnyville,CA,54.2668,-110.735,75.0,64,95,9.6,overcast clouds
569,Usinsk,RU,65.9939,57.5281,74.05,54,100,9.37,overcast clouds
570,Marsaxlokk,MT,35.8419,14.5431,80.08,69,20,6.91,few clouds
571,Newport,GB,51.5877,-2.9984,72.93,56,100,8.59,overcast clouds
572,Gold Coast,AU,-28.0,153.4333,51.19,78,6,5.75,clear sky
573,Isla Mujeres,MX,21.2311,-86.731,89.65,76,100,10.33,overcast clouds
574,Jiaozhou,CN,36.2839,120.0033,78.76,86,100,2.3,overcast clouds
575,Hirara,JP,24.8,125.2833,84.85,81,100,17.38,overcast clouds
576,Berlevag,NO,70.8578,29.0864,60.6,87,75,20.71,fog
577,Barcelos,PT,41.5388,-8.6151,89.85,33,100,6.64,overcast clouds
578,Okahandja,NA,-21.9833,16.9167,58.98,31,0,3.74,clear sky
579,Taveta,KE,-3.3963,37.6736,70.05,61,63,6.49,broken clouds
580,Dashitou,CN,43.3067,128.5114,61.03,96,100,6.51,heavy intensity rain
581,Dawei,MM,14.0833,98.2,74.44,96,100,3.8,light rain
582,Baykit,RU,61.67,96.37,50.68,96,98,1.01,overcast clouds
583,Cockburn Town,TC,21.4612,-71.1419,81.61,79,0,17.58,clear sky
584,Cabedelo,BR,-6.9811,-34.8339,81.27,79,79,16.96,broken clouds
585,Sabang,ID,5.8933,95.3214,82.51,79,100,15.88,overcast clouds
586,Los Negros,BO,-17.7333,-63.4333,78.93,52,91,13.18,overcast clouds
587,Johnson City,US,36.3134,-82.3535,83.8,77,40,3.44,scattered clouds
588,Talcahuano,CL,-36.7167,-73.1167,44.28,93,100,4.61,moderate rain
589,Monte Santo,BR,-10.4378,-39.3328,75.09,64,87,10.78,overcast clouds
590,Babocsa,HU,46.0416,17.3433,68.79,47,8,6.69,clear sky
591,Venice,US,27.0998,-82.4543,95.99,64,0,11.5,clear sky
592,Ocos,GT,14.5094,-92.1933,91.58,69,27,4.99,scattered clouds
593,Rawson,AR,-43.3002,-65.1023,49.12,35,2,8.1,clear sky
594,Paoua,CF,7.2427,16.4406,67.95,88,78,1.7,broken clouds
595,Kochki,RU,54.3358,80.4806,49.8,90,16,5.37,few clouds
596,Saint-Pierre,RE,-21.3393,55.4781,67.91,82,75,10.36,broken clouds
597,Stantsionno-Oyashinskiy,RU,55.4664,83.8245,47.62,77,25,3.71,scattered clouds
598,Hualmay,PE,-11.0964,-77.6139,65.91,70,16,11.01,few clouds
599,Porosozero,RU,62.7191,32.727,58.19,77,35,5.14,scattered clouds
600,Strangnas,SE,59.3774,17.0312,66.94,61,4,12.35,clear sky
601,Esil,KZ,51.9556,66.4042,69.31,71,12,7.72,few clouds
602,Assiniboia,CA,49.6334,-105.9845,85.82,35,9,13.8,clear sky
603,La Asuncion,VE,11.0333,-63.8628,73.13,100,100,18.41,overcast clouds
604,Shamary,RU,57.3434,58.2199,65.41,92,1,2.48,clear sky
605,Bhind,IN,26.5642,78.7883,94.46,41,1,8.88,clear sky
606,Krasnorechenskiy,RU,44.6265,135.3532,61.88,99,100,3.67,overcast clouds
607,Concepcion Del Oro,MX,24.6333,-101.4167,80.65,23,12,7.43,few clouds
608,Ugoofaaru,MV,5.6667,73.0,82.33,76,89,15.41,overcast clouds
609,Robstown,US,27.7903,-97.6689,100.74,52,40,12.66,scattered clouds
610,Fairbanks,US,64.8378,-147.7164,58.6,82,75,8.05,smoke
611,Andenes,NO,69.3143,16.1194,54.93,94,75,14.97,broken clouds
612,Porto Novo,BJ,6.4965,2.6036,76.82,85,100,10.74,overcast clouds
613,Takoradi,GH,4.8845,-1.7554,75.33,86,100,7.78,overcast clouds
614,Danshui,CN,22.7984,114.4672,80.58,90,4,0.34,clear sky
615,Richards Bay,ZA,-28.783,32.0377,62.55,65,0,7.11,clear sky
616,Lethem,GY,3.3803,-59.7968,84.0,73,100,5.46,overcast clouds
617,Turbat,PK,26.0023,63.044,88.11,72,100,6.78,overcast clouds
618,Fukue,JP,32.6881,128.8419,80.35,91,66,17.07,broken clouds
619,Bukama,CD,-9.2,25.85,73.65,41,1,2.57,clear sky
620,Lesnoy,RU,57.6198,63.0784,66.4,85,59,5.14,broken clouds
621,Amahai,ID,-3.3333,128.9167,75.24,96,99,5.41,overcast clouds
622,Sakakah,SA,29.9697,40.2064,96.37,19,0,13.49,clear sky
623,Yerbogachen,RU,61.2767,108.0108,52.92,59,100,4.45,overcast clouds
624,Inuvik,CA,68.3499,-133.7218,47.16,97,100,9.22,overcast clouds
625,Moron,AR,-34.6534,-58.6198,61.93,63,100,7.58,overcast clouds
626,Kushima,JP,31.4583,131.2333,78.87,90,100,6.89,overcast clouds
627,Nioro,GM,13.35,-15.75,80.46,78,99,9.69,moderate rain
628,Baherove,UA,45.3742,36.2971,72.55,55,0,17.34,clear sky
629,Gunupur,IN,19.0833,83.8167,76.57,90,100,2.42,overcast clouds
630,Corning,US,42.1428,-77.0547,83.5,65,40,4.61,scattered clouds
631,Svetlyy,RU,54.675,20.1347,66.25,81,1,13.71,clear sky
632,Randfontein,ZA,-26.1844,27.702,52.7,36,6,4.05,clear sky
633,Waxahachie,US,32.3865,-96.8483,106.12,27,0,4.61,clear sky
634,Kota Belud,MY,6.351,116.4305,77.45,83,99,8.52,overcast clouds
635,Roebourne,AU,-20.7833,117.1333,64.47,52,50,9.08,scattered clouds
636,Elbistan,TR,38.2059,37.1983,69.3,46,0,4.14,clear sky
637,Hailar,CN,49.2,119.7,58.98,97,100,5.7,moderate rain
638,Zhigansk,RU,66.7697,123.3711,61.45,79,99,5.14,overcast clouds
639,Sobolevo,RU,54.4299,31.8996,54.21,95,100,4.99,overcast clouds
640,Laguna,US,38.421,-121.4238,87.15,47,0,9.22,clear sky
641,Chimoio,MZ,-19.1164,33.4833,64.26,72,75,2.13,broken clouds
642,Tandalti,SD,13.0167,31.8667,84.33,55,100,9.51,overcast clouds
643,Camana,PE,-16.6228,-72.7111,63.23,73,17,6.6,few clouds
644,Yiyang,CN,28.5892,112.3283,81.57,80,97,5.59,overcast clouds
645,Bend,US,44.0582,-121.3153,86.32,32,0,7.0,clear sky
646,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,72,100,11.5,overcast clouds
647,Rondonopolis,BR,-16.4708,-54.6356,94.3,19,96,7.96,overcast clouds
648,Malpe,IN,13.35,74.7167,76.3,84,100,19.37,overcast clouds
649,San Ignacio,BZ,17.1561,-89.0714,82.54,89,40,6.91,thunderstorm
650,Aswan,EG,24.0934,32.907,94.3,26,0,6.91,clear sky
651,Natal,BR,-5.795,-35.2094,82.62,78,40,14.97,scattered clouds
652,San-Pedro,CI,4.7485,-6.6363,75.7,84,99,9.19,overcast clouds
653,Lipin Bor,RU,60.2622,37.9763,64.33,76,96,5.79,overcast clouds
654,Gornozavodsk,RU,58.3758,58.3211,64.42,92,21,0.92,few clouds
655,Nizhniy Ingash,RU,56.2,96.53,46.44,96,15,4.65,few clouds
656,Ariquemes,BR,-9.9133,-63.0408,95.34,26,64,1.99,broken clouds
657,Maridi,SS,4.9158,29.4742,67.42,97,100,2.26,light rain
658,Liberal,US,37.0431,-100.921,94.24,33,0,14.97,clear sky
659,San Carlos De Bariloche,AR,-41.1456,-71.3082,39.24,65,75,3.44,broken clouds
660,Davila,PH,18.4726,120.5763,81.23,74,86,7.56,overcast clouds
661,Abbeville,FR,50.1,1.8333,75.49,64,98,5.26,overcast clouds
662,Fergus Falls,US,46.283,-96.0776,80.58,52,0,3.44,clear sky
663,Flagstaff,US,35.1981,-111.6513,88.52,35,100,9.22,overcast clouds
664,Pastos Bons,BR,-6.6017,-44.0767,93.54,25,90,8.32,overcast clouds
665,Dakar,SN,14.6937,-17.4441,83.28,74,40,6.91,scattered clouds
666,Bosaso,SO,11.2842,49.1816,91.31,40,94,9.26,overcast clouds
667,Muisne,EC,0.6,-80.0333,76.71,82,93,13.65,overcast clouds
668,Skagen,DK,57.7209,10.5839,61.25,70,2,30.33,clear sky
669,George Town,MY,5.4112,100.3354,80.89,93,40,5.01,light rain
670,Tabriz,IR,38.08,46.2919,81.86,28,0,18.41,clear sky
671,Broome,US,42.2506,-75.833,80.85,67,100,3.44,light rain
672,Kaduqli,SD,11.0167,29.7167,75.94,81,100,5.03,overcast clouds
673,Mnogovershinnyy,RU,53.9353,139.9242,65.19,86,99,1.57,overcast clouds
674,Iracoubo,GF,5.4802,-53.2011,75.07,92,100,4.07,overcast clouds
675,Alta Floresta,BR,-9.8756,-56.0861,96.62,26,40,6.91,scattered clouds
676,Houma,US,29.5958,-90.7195,90.0,75,100,5.01,overcast clouds
677,Menongue,AO,-14.6585,17.691,54.9,46,0,5.32,clear sky
678,Tilichiki,RU,60.4667,166.1,65.39,71,24,3.69,few clouds
679,Tromso,NO,69.6496,18.957,57.22,82,40,11.5,scattered clouds
680,Kuloy,RU,61.0305,42.4925,62.94,97,99,1.23,overcast clouds
681,Plettenberg Bay,ZA,-34.0527,23.3716,55.87,64,0,9.64,clear sky
682,Malayal,PH,7.208,121.942,78.94,84,98,0.65,overcast clouds
683,Esna,EG,25.2934,32.554,91.42,18,100,19.04,overcast clouds
