City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Bom Jardim,BR,2022-07-13 12:49:14,-7.7958,-35.5872,76.01,82,60,12.64
1,Ahipara,NZ,2022-07-13 12:49:14,-35.1667,173.1667,55.96,90,100,3.36
2,Atuona,PF,2022-07-13 12:49:15,-9.8,-139.0333,77.4,76,18,20.42
3,Albany,US,2022-07-13 12:45:06,42.6001,-73.9662,73.58,72,0,1.01
4,Plettenberg Bay,ZA,2022-07-13 12:49:15,-34.0527,23.3716,60.42,58,37,8.57
5,Cooma,AU,2022-07-13 12:49:15,-36.2333,149.1333,37.17,100,100,16.11
6,Souillac,MU,2022-07-13 12:49:16,-20.5167,57.5167,70.68,71,60,15.1
7,Alghero,IT,2022-07-13 12:49:16,40.5589,8.3181,93.29,40,0,10.36
8,Bambous Virieux,MU,2022-07-13 12:49:16,-20.3428,57.7575,72.21,71,58,15.23
9,Tuktoyaktuk,CA,2022-07-13 12:49:16,69.4541,-133.0374,41.0,100,100,5.75
10,Coihaique,CL,2022-07-13 12:49:17,-45.5752,-72.0662,26.55,86,75,3.44
11,Kapaa,US,2022-07-13 12:49:17,22.0752,-159.319,75.52,92,100,19.57
12,Lorengau,PG,2022-07-13 12:49:18,-2.0226,147.2712,81.32,80,94,4.92
13,Paamiut,GL,2022-07-13 12:49:18,61.994,-49.6678,42.67,85,4,14.67
14,Punta Arenas,CL,2022-07-13 12:48:59,-53.15,-70.9167,37.51,87,75,21.85
15,Santa Maria,BR,2022-07-13 12:46:06,-29.6842,-53.8069,42.1,100,100,6.91
16,Tuatapere,NZ,2022-07-13 12:49:18,-46.1333,167.6833,44.62,88,100,8.1
17,East London,ZA,2022-07-13 12:49:19,-33.0153,27.9116,68.94,56,0,6.91
18,Fallon,US,2022-07-13 12:49:19,39.4735,-118.7774,74.44,31,0,5.75
19,Jumla,NP,2022-07-13 12:49:19,29.2747,82.1838,65.34,93,100,2.62
20,Esperance,AU,2022-07-13 12:49:19,-33.8667,121.9,55.69,50,0,12.53
21,Evensk,RU,2022-07-13 12:49:20,61.95,159.2333,49.1,97,96,2.06
22,Avarua,CK,2022-07-13 12:49:20,-21.2078,-159.775,71.65,73,75,2.3
23,Mar Del Plata,AR,2022-07-13 12:45:19,-38.0023,-57.5575,47.08,72,100,15.01
24,Saint Anthony,US,2022-07-13 12:49:20,45.0205,-93.218,64.65,94,20,4.61
25,Tasiilaq,GL,2022-07-13 12:49:21,65.6145,-37.6368,51.96,79,22,2.84
26,Bredasdorp,ZA,2022-07-13 12:49:21,-34.5322,20.0403,62.76,58,20,21.0
27,Praya,CV,2022-07-13 12:49:21,14.9215,-23.5087,78.19,75,42,10.69
28,Rikitea,PF,2022-07-13 12:49:22,-23.1203,-134.9692,73.18,78,55,11.39
29,Srandakan,ID,2022-07-13 12:49:22,-7.9386,110.2506,76.64,90,75,11.16
30,Gizo,SB,2022-07-13 12:49:22,-8.103,156.8419,82.17,75,30,7.14
31,Georgetown,MY,2022-07-13 12:49:22,5.4112,100.3354,84.15,82,20,2.3
32,Jamestown,US,2022-07-13 12:49:23,42.097,-79.2353,70.02,87,40,6.91
33,Lavrentiya,RU,2022-07-13 12:49:23,65.5833,-171.0,48.96,82,100,5.41
34,Kanashevo,RU,2022-07-13 12:49:23,55.2169,62.0634,82.96,56,45,4.79
35,Kulunda,RU,2022-07-13 12:49:24,52.566,78.9385,62.19,71,100,13.24
36,Bani Walid,LY,2022-07-13 12:49:24,31.7566,13.9942,91.71,23,0,10.54
37,Inirida,CO,2022-07-13 12:49:24,3.8653,-67.9239,72.75,99,100,1.34
38,Alice Springs,AU,2022-07-13 12:49:25,-23.7,133.8833,38.75,65,0,4.61
39,Saint-Francois,FR,2022-07-13 12:49:25,46.4154,3.9054,85.44,28,0,6.91
40,Bluff,NZ,2022-07-13 12:49:25,-46.6,168.3333,42.8,86,100,14.52
41,Sola,VU,2022-07-13 12:49:26,-13.8833,167.55,80.42,71,9,10.02
42,Brae,GB,2022-07-13 12:49:26,60.3964,-1.353,54.27,89,96,20.8
43,Busselton,AU,2022-07-13 12:49:26,-33.65,115.3333,57.11,71,10,1.83
44,Surt,LY,2022-07-13 12:49:26,31.2089,16.5887,82.4,48,0,14.92
45,Palmonostora,HU,2022-07-13 12:50:27,46.6242,19.9516,89.38,39,3,17.49
46,North Shore,NZ,2022-07-13 12:50:27,-36.8,174.75,56.8,96,100,3.0
47,Vanimo,PG,2022-07-13 12:50:27,-2.6741,141.3028,79.03,81,74,1.23
48,Mataura,NZ,2022-07-13 12:50:28,-46.1927,168.8643,42.48,98,100,6.29
49,Port Alfred,ZA,2022-07-13 12:48:38,-33.5906,26.891,70.2,39,0,16.75
50,Mocuba,MZ,2022-07-13 12:50:28,-16.8392,36.9856,75.07,56,100,5.21
51,Mahebourg,MU,2022-07-13 12:50:28,-20.4081,57.7,72.25,71,45,15.64
52,Eureka,US,2022-07-13 12:50:29,40.8021,-124.1637,58.68,84,99,1.99
53,Bonthe,SL,2022-07-13 12:50:29,7.5264,-12.505,82.24,72,100,10.63
54,Farah,AF,2022-07-13 12:50:29,32.5,62.5,101.23,6,0,7.65
55,Yar-Sale,RU,2022-07-13 12:50:30,66.8333,70.8333,51.42,90,100,10.89
56,Hilo,US,2022-07-13 12:50:30,19.7297,-155.09,77.29,97,100,5.01
57,Lompoc,US,2022-07-13 12:50:30,34.6391,-120.4579,58.78,95,100,3.44
58,Koumac,NC,2022-07-13 12:50:31,-20.5667,164.2833,73.24,92,100,7.31
59,Vaijapur,IN,2022-07-13 12:50:31,19.9167,74.7333,71.92,92,100,20.54
60,Huarmey,PE,2022-07-13 12:50:31,-10.0681,-78.1522,62.53,77,12,5.99
61,Cheremukhovo,RU,2022-07-13 12:50:31,60.3484,59.9851,81.91,51,92,2.15
62,Cayenne,GF,2022-07-13 12:50:22,4.9333,-52.3333,78.1,1,75,0.0
63,Hermanus,ZA,2022-07-13 12:50:32,-34.4187,19.2345,64.8,70,11,22.88
64,Broken Hill,AU,2022-07-13 12:50:32,-31.95,141.4333,44.15,64,0,8.61
65,Severomuysk,RU,2022-07-13 12:50:32,56.1481,113.4267,53.87,76,18,3.83
66,Longyearbyen,SJ,2022-07-13 12:50:33,78.2186,15.6401,48.04,87,75,6.91
67,Vaini,TO,2022-07-13 12:50:33,-21.2,-175.2,75.36,94,75,8.05
68,San Jeronimo,PE,2022-07-13 12:50:33,-11.9472,-75.2829,49.3,66,63,4.0
69,Constitucion,CL,2022-07-13 12:48:11,-35.3333,-72.4167,52.0,89,100,9.71
70,Gulbene,LV,2022-07-13 12:50:34,57.1777,26.7529,73.65,39,17,9.19
71,Laguna,US,2022-07-13 12:50:34,38.421,-121.4238,63.97,86,0,11.5
72,Narsaq,GL,2022-07-13 12:50:34,60.9167,-46.05,49.23,54,100,2.93
73,Khatanga,RU,2022-07-13 12:50:35,71.9667,102.5,42.89,85,100,5.53
74,Ribeira Grande,PT,2022-07-13 12:50:35,38.5167,-28.7,79.2,65,20,5.75
75,Kaitangata,NZ,2022-07-13 12:50:35,-46.2817,169.8464,43.34,94,100,12.01
76,Ponta Do Sol,PT,2022-07-13 12:50:36,32.6667,-17.1,76.01,66,1,6.53
77,Carnarvon,AU,2022-07-13 12:50:36,-24.8667,113.6333,69.84,72,0,9.13
78,Impfondo,CG,2022-07-13 12:50:36,1.6381,18.0667,91.63,40,95,5.08
79,Puerto Ayora,EC,2022-07-13 12:46:24,-0.7393,-90.3518,69.55,89,70,4.0
80,Police,PL,2022-07-13 12:50:37,53.5521,14.5718,87.55,42,40,5.01
81,Port Blair,IN,2022-07-13 12:50:37,11.6667,92.75,84.24,74,75,12.66
82,Upernavik,GL,2022-07-13 12:50:37,72.7868,-56.1549,42.13,82,59,6.62
83,Chumikan,RU,2022-07-13 12:50:37,54.7183,135.315,53.28,99,100,6.13
84,Provideniya,RU,2022-07-13 12:50:38,64.3833,-173.3,50.72,85,100,4.29
85,Leningradskiy,RU,2022-07-13 12:50:38,69.3833,178.4167,37.38,83,100,9.1
86,Naze,JP,2022-07-13 12:50:38,28.3667,129.4833,81.52,85,100,5.59
87,Cape Town,ZA,2022-07-13 12:49:36,-33.9258,18.4232,62.38,70,75,16.11
88,Sibut,CF,2022-07-13 12:50:39,5.718,19.0739,83.77,62,60,4.18
89,Alofi,NU,2022-07-13 12:50:39,-19.0595,-169.9187,75.09,88,100,8.05
90,Fereydun Kenar,IR,2022-07-13 12:50:39,36.6864,52.5225,83.32,65,0,5.06
91,Belaya Gora,RU,2022-07-13 12:50:40,68.5333,146.4167,54.3,83,100,16.22
92,Beaune,FR,2022-07-13 12:50:40,47.0833,4.75,89.62,20,30,4.92
93,Hithadhoo,MV,2022-07-13 12:51:40,-0.6,73.0833,83.7,73,86,15.1
94,Kichera,RU,2022-07-13 12:51:41,55.9375,110.0997,61.72,76,7,2.66
95,Victoria,HK,2022-07-13 12:50:40,22.2855,114.1577,90.18,76,0,4.0
96,Lagoa,PT,2022-07-13 12:51:41,39.05,-27.9833,69.49,91,100,16.02
97,Isangel,VU,2022-07-13 12:51:41,-19.55,169.2667,78.91,83,40,9.22
98,Clyde River,CA,2022-07-13 12:51:42,70.4692,-68.5914,41.23,87,0,11.5
99,La Ronge,CA,2022-07-13 12:51:42,55.1001,-105.2842,66.45,68,40,13.8
100,Mount Gambier,AU,2022-07-13 12:51:42,-37.8333,140.7667,48.15,78,100,0.54
101,Byron Bay,AU,2022-07-13 12:51:43,-28.65,153.6167,51.28,70,0,15.05
102,Lienz,AT,2022-07-13 12:51:43,46.8289,12.769,85.89,27,7,2.17
103,Muborak,UZ,2022-07-13 12:51:43,39.2553,65.1528,99.72,12,0,20.49
104,Qaanaaq,GL,2022-07-13 12:51:44,77.484,-69.3632,38.93,90,100,2.15
105,Raha,IN,2022-07-13 12:51:44,26.2333,92.5167,87.12,79,24,4.18
106,Ostrovnoy,RU,2022-07-13 12:51:44,68.0531,39.5131,62.46,92,98,6.78
107,Nagato,JP,2022-07-13 12:51:44,34.3833,131.2,76.93,77,100,4.27
108,Arraial Do Cabo,BR,2022-07-13 12:51:45,-22.9661,-42.0278,73.36,88,40,13.8
109,Yellowknife,CA,2022-07-13 12:51:19,62.456,-114.3525,55.92,94,75,4.61
110,Hobart,AU,2022-07-13 12:47:21,-42.8794,147.3294,40.86,94,20,8.05
111,Encruzilhada Do Sul,BR,2022-07-13 12:51:22,-30.5439,-52.5219,46.36,73,0,4.23
112,Alexandria,EG,2022-07-13 12:50:00,31.2156,29.9553,85.96,48,40,18.41
113,Ballina,AU,2022-07-13 12:51:45,-28.8667,153.5667,49.89,74,0,14.23
114,Vila Velha,BR,2022-07-13 12:47:30,-20.3297,-40.2925,78.75,71,0,7.0
115,Beringovskiy,RU,2022-07-13 12:51:46,63.05,179.3167,52.43,87,100,9.93
116,Chokurdakh,RU,2022-07-13 12:51:46,70.6333,147.9167,39.07,91,100,12.28
117,Glendive,US,2022-07-13 12:51:46,47.1053,-104.7125,66.49,74,0,3.44
118,Ushuaia,AR,2022-07-13 12:51:31,-54.8,-68.3,35.26,80,40,6.91
119,Monte Alegre De Sergipe,BR,2022-07-13 12:51:47,-10.0272,-37.5622,71.06,93,100,8.14
120,Cabinda,AO,2022-07-13 12:51:47,-5.55,12.2,76.51,70,47,10.96
121,Airai,TL,2022-07-13 12:51:47,-8.9266,125.4092,54.81,90,69,3.0
122,Lebu,CL,2022-07-13 12:48:12,-37.6167,-73.65,45.18,83,100,5.12
123,Balkhash,KZ,2022-07-13 12:51:48,46.844,74.9804,79.45,34,1,8.28
124,Mount Isa,AU,2022-07-13 12:51:48,-20.7333,139.5,46.17,57,0,3.44
125,Port Hardy,CA,2022-07-13 12:51:48,50.6996,-127.4199,51.98,93,75,0.0
126,Dikson,RU,2022-07-13 12:51:49,73.5069,80.5464,39.97,85,4,13.6
127,Cartagena,CO,2022-07-13 12:51:49,10.3997,-75.5144,80.22,83,75,4.61
128,Asau,RO,2022-07-13 12:51:49,46.4333,26.4,65.32,83,100,5.19
129,Cherskiy,RU,2022-07-13 12:51:50,68.75,161.3,42.28,71,11,10.45
130,Anuradhapura,LK,2022-07-13 12:51:50,8.3565,80.4173,80.46,72,45,16.08
131,Kavieng,PG,2022-07-13 12:51:50,-2.5744,150.7967,82.2,73,99,5.84
132,Kodiak,US,2022-07-13 12:51:51,57.79,-152.4072,54.91,88,100,13.8
133,Lexington,US,2022-07-13 12:51:08,37.9887,-84.4777,73.13,77,0,0.0
134,Gazanjyk,TM,2022-07-13 12:51:51,39.2446,55.5154,102.88,12,0,17.02
135,Itarema,BR,2022-07-13 12:51:51,-2.9248,-39.9167,84.27,61,44,15.48
136,Tiksi,RU,2022-07-13 12:51:52,71.6872,128.8694,34.84,96,100,4.61
137,Acapulco,MX,2022-07-13 12:51:52,16.8634,-99.8901,75.02,88,100,2.3
138,Aklavik,CA,2022-07-13 12:51:52,68.2191,-135.0107,40.44,85,100,11.99
139,Atar,MR,2022-07-13 12:51:52,20.5169,-13.0499,109.49,9,100,3.04
140,Herouville-Saint-Clair,FR,2022-07-13 12:52:53,49.2109,-0.3065,86.76,42,0,9.22
141,Saskylakh,RU,2022-07-13 12:52:53,71.9167,114.0833,48.45,59,100,13.51
142,Mildura,AU,2022-07-13 12:52:53,-34.2,142.15,41.07,84,2,10.83
143,Dingle,PH,2022-07-13 12:52:54,10.9995,122.6711,77.92,90,32,1.97
144,Tura,IN,2022-07-13 12:52:54,25.5198,90.2201,80.15,87,17,3.4
145,Westport,US,2022-07-13 12:52:54,41.1415,-73.3579,80.91,66,0,1.99
146,Severnoye,RU,2022-07-13 12:52:55,56.3491,78.3619,54.75,87,90,4.63
147,Saint George,US,2022-07-13 12:52:54,37.1041,-113.5841,86.63,35,0,14.97
148,Gushi,CN,2022-07-13 12:52:55,34.6425,109.5843,77.79,88,35,3.24
149,Chabahar,IR,2022-07-13 12:52:55,25.2919,60.643,88.56,70,9,10.96
150,Chapais,CA,2022-07-13 12:52:56,49.7834,-74.8492,55.18,62,76,5.88
151,Latung,PH,2022-07-13 12:52:56,5.5,120.8833,82.47,75,60,1.9
152,Kaseda,JP,2022-07-13 12:52:56,31.4167,130.3167,80.22,93,100,5.32
153,Antofagasta,CL,2022-07-13 12:49:58,-23.65,-70.4,58.28,79,96,3.85
154,Khorixas,NA,2022-07-13 12:52:57,-20.3667,14.9667,81.25,16,0,6.22
155,Tomioka,JP,2022-07-13 12:52:57,36.25,138.9,77.07,97,100,3.94
156,Mount Hagen,PG,2022-07-13 12:52:58,-5.8581,144.2274,59.97,99,76,2.77
157,Puerto Narino,CO,2022-07-13 12:52:58,-3.7703,-70.3831,79.16,74,97,2.01
158,Palora,EC,2022-07-13 12:52:58,-1.7,-77.9333,66.31,90,19,1.32
159,Coihueco,CL,2022-07-13 12:48:21,-36.6167,-71.8333,43.54,100,75,0.0
160,Fortuna,US,2022-07-13 12:52:59,40.5982,-124.1573,56.35,94,100,5.19
161,Ust-Ilimsk,RU,2022-07-13 12:52:59,58.0006,102.6619,61.29,62,100,4.21
162,Antigua Ocotepeque,HN,2022-07-13 12:52:59,14.4,-89.2,68.07,100,40,0.0
163,Severo-Kurilsk,RU,2022-07-13 12:52:59,50.6789,156.125,53.44,97,90,0.78
164,Yulara,AU,2022-07-13 12:53:00,-25.2406,130.9889,48.58,43,0,10.22
165,Kutum,SD,2022-07-13 12:53:00,14.2,24.6667,86.0,38,68,10.92
166,Pevek,RU,2022-07-13 12:53:00,69.7008,170.3133,33.64,94,51,1.52
167,Buala,SB,2022-07-13 12:53:01,-8.145,159.5921,79.34,75,31,7.2
168,Wajima,JP,2022-07-13 12:53:01,37.4,136.9,75.99,87,100,3.74
169,Codrington,AU,2022-07-13 12:53:01,-38.2667,141.9667,45.59,79,42,5.84
170,Halifax,CA,2022-07-13 12:49:50,44.6453,-63.5724,67.89,96,100,10.36
171,The Pas,CA,2022-07-13 12:53:02,53.8251,-101.2541,62.62,94,0,8.05
172,Sao Joao Da Barra,BR,2022-07-13 12:53:02,-21.6403,-41.0511,73.49,67,100,13.18
173,Tonantins,BR,2022-07-13 12:53:02,-2.8731,-67.8022,77.14,89,99,1.45
174,Beloha,MG,2022-07-13 12:53:03,-25.1667,45.05,79.09,35,0,4.14
175,Ginda,IN,2022-07-13 12:53:03,30.6945,78.4932,70.39,88,98,0.58
176,Moissac,FR,2022-07-13 12:53:03,44.1024,1.0945,93.07,12,3,1.95
177,Vostok,RU,2022-07-13 12:53:04,46.4856,135.8833,62.37,96,1,5.1
178,Trairi,BR,2022-07-13 12:51:35,-3.2778,-39.2689,84.29,59,9,11.25
179,Barrow,US,2022-07-13 12:53:04,71.2906,-156.7887,37.42,87,100,10.36
180,Viedma,AR,2022-07-13 12:53:04,-40.8135,-62.9967,43.48,60,94,4.29
181,Florence,IT,2022-07-13 12:50:07,43.7667,11.25,99.7,25,0,5.75
182,Izhma,RU,2022-07-13 12:53:05,65.0083,53.9113,88.02,31,33,12.1
183,Kruisfontein,ZA,2022-07-13 12:53:05,-34.0033,24.7314,63.88,58,9,14.67
184,Pisco,PE,2022-07-13 12:53:05,-13.7,-76.2167,59.05,82,100,5.75
185,San Patricio,US,2022-07-13 12:53:06,28.017,-97.5169,85.89,82,5,5.12
186,San Quintin,MX,2022-07-13 12:50:16,30.4833,-115.95,64.35,86,100,8.55
187,Lakes Entrance,AU,2022-07-13 12:54:06,-37.8811,147.981,43.16,93,55,9.98
188,Yerbogachen,RU,2022-07-13 12:54:07,61.2767,108.0108,56.05,61,98,4.72
189,Pauini,BR,2022-07-13 12:54:07,-7.7136,-66.9764,81.86,68,88,1.95
190,Kalengwa,ZM,2022-07-13 12:54:07,-13.4659,25.0027,79.57,22,3,6.42
191,Katsuura,JP,2022-07-13 12:54:07,35.1333,140.3,74.77,93,100,6.67
192,Flin Flon,CA,2022-07-13 12:54:08,54.7682,-101.865,62.44,88,0,5.75
193,Saint-Pierre,RE,2022-07-13 12:54:08,-21.3393,55.4781,71.29,70,0,26.46
194,Fairbanks,US,2022-07-13 12:54:08,64.8378,-147.7164,61.14,83,75,1.99
195,Barra Do Garcas,BR,2022-07-13 12:52:23,-15.89,-52.2567,72.18,60,0,0.0
196,New Norfolk,AU,2022-07-13 12:54:09,-42.7826,147.0587,40.5,84,17,2.91
197,Islampur,IN,2022-07-13 12:54:09,26.2667,88.2,89.28,69,100,6.51
198,Nadvoitsy,RU,2022-07-13 12:54:09,63.8667,34.3167,78.03,47,64,9.13
199,Ouesso,CG,2022-07-13 12:54:10,1.6136,16.0517,90.34,42,79,4.0
200,Shubarshi,KZ,2022-07-13 12:54:10,48.5872,57.1869,96.08,21,33,9.93
201,Sao Filipe,CV,2022-07-13 12:54:10,14.8961,-24.4956,76.5,80,85,11.05
202,Son La,VN,2022-07-13 12:51:54,21.3167,103.9,72.84,97,19,3.33
203,Porto Santo,PT,2022-07-13 12:54:11,33.072,-16.3415,71.98,64,40,10.36
204,Krasnoselkup,RU,2022-07-13 12:54:11,65.7,82.4667,60.49,45,100,7.25
205,Otradnoye,RU,2022-07-13 12:54:11,59.7775,30.8181,78.04,34,20,8.21
206,Suclayin,PH,2022-07-13 12:54:12,15.7568,121.5503,78.12,89,100,5.3
207,Fez,MA,2022-07-13 12:54:12,34.0372,-4.9998,107.85,15,40,13.8
208,Virginia Beach,US,2022-07-13 12:51:04,36.8529,-75.978,83.01,84,20,12.66
209,Akyab,MM,2022-07-13 12:54:12,20.15,92.9,80.49,88,100,14.12
210,Miles City,US,2022-07-13 12:54:13,46.4083,-105.8406,70.99,47,7,13.89
211,Amapa,BR,2022-07-13 12:54:13,1.0,-52.0,82.54,71,71,1.88
212,Cabo San Lucas,MX,2022-07-13 12:49:32,22.8909,-109.9124,86.31,58,0,6.91
213,Luderitz,NA,2022-07-13 12:54:13,-26.6481,15.1594,67.01,49,0,24.96
214,Hasaki,JP,2022-07-13 12:54:14,35.7333,140.8333,73.8,93,100,7.31
215,Tabou,CI,2022-07-13 12:54:14,4.423,-7.3528,77.95,79,100,11.39
216,Ilulissat,GL,2022-07-13 12:54:14,69.2167,-51.1,38.39,91,100,4.25
217,Spirit River,CA,2022-07-13 12:54:15,55.7833,-118.8361,50.43,90,64,10.58
218,Tual,ID,2022-07-13 12:54:15,-5.6667,132.75,79.65,82,99,24.74
219,Gigmoto,PH,2022-07-13 12:54:15,13.7796,124.39,82.29,83,100,6.17
220,Belyy Yar,RU,2022-07-13 12:54:15,53.6039,91.3903,61.86,88,40,2.24
221,Ancud,CL,2022-07-13 12:54:16,-41.8697,-73.8203,40.23,82,100,8.77
222,Soyo,AO,2022-07-13 12:54:16,-6.1349,12.3689,75.4,72,39,10.11
223,Tonj,SS,2022-07-13 12:54:16,7.2737,28.6822,75.56,89,100,1.92
224,Banda Aceh,ID,2022-07-13 12:54:17,5.5577,95.3222,81.09,81,100,8.95
225,Butaritari,KI,2022-07-13 12:54:17,3.0707,172.7902,81.95,79,75,18.21
226,Berlevag,NO,2022-07-13 12:54:17,70.8578,29.0864,75.2,82,20,21.85
227,Quelimane,MZ,2022-07-13 12:54:18,-17.8786,36.8883,78.75,61,40,11.5
228,Boa Vista,BR,2022-07-13 12:54:18,2.8197,-60.6733,80.58,83,20,3.44
229,Thompson,CA,2022-07-13 12:54:18,55.7435,-97.8558,55.56,94,20,0.0
230,Tukrah,LY,2022-07-13 12:54:19,32.5341,20.5791,81.39,57,0,15.84
231,Melfort,CA,2022-07-13 12:54:15,52.8667,-104.6177,63.36,78,0,11.83
232,Tucurui,BR,2022-07-13 12:51:17,-3.7661,-49.6725,81.64,66,95,1.32
233,Mayumba,GA,2022-07-13 12:54:19,-3.432,10.6554,74.73,76,90,8.05
234,Shigony,RU,2022-07-13 12:55:19,53.3875,48.6777,84.27,54,96,11.7
235,Waipawa,NZ,2022-07-13 12:55:20,-41.4122,175.5153,51.17,76,0,14.79
236,Grahamstown,ZA,2022-07-13 12:51:09,-33.3042,26.5328,69.91,17,0,19.51
237,Ergani,TR,2022-07-13 12:55:20,38.2653,39.7621,95.52,18,0,10.47
238,Godda,IN,2022-07-13 12:55:21,24.8333,87.2167,91.74,51,25,13.94
239,Dravograd,SI,2022-07-13 12:55:21,46.5881,15.0192,86.52,34,3,0.74
240,Namatanai,PG,2022-07-13 12:55:21,-3.6667,152.4333,79.32,84,100,6.73
241,Slave Lake,CA,2022-07-13 12:55:22,55.2834,-114.769,57.18,77,100,2.3
242,Saint-Philippe,RE,2022-07-13 12:55:22,-21.3585,55.7679,71.19,79,49,13.62
243,Bethel,US,2022-07-13 12:50:45,41.3712,-73.414,79.02,74,0,3.44
244,Shimoda,JP,2022-07-13 12:55:22,34.6667,138.95,75.11,93,100,10.18
245,Khani,GE,2022-07-13 12:55:23,41.9563,42.9566,63.97,79,82,6.98
246,Rongcheng,CN,2022-07-13 12:55:23,30.634,117.8517,85.89,73,100,3.44
247,Santo Antonio Do Ica,BR,2022-07-13 12:55:23,-3.1022,-67.9397,77.02,90,97,1.57
248,Port Elizabeth,ZA,2022-07-13 12:55:23,-33.918,25.5701,66.09,75,20,20.71
249,Turukhansk,RU,2022-07-13 12:55:24,65.8167,87.9833,59.52,49,100,8.57
250,Lethem,GY,2022-07-13 12:55:24,3.3803,-59.7968,80.65,83,40,13.8
251,Pangnirtung,CA,2022-07-13 12:55:24,66.1451,-65.7125,44.6,93,100,11.5
252,Fare,PF,2022-07-13 12:55:25,-16.7,-151.0167,77.43,76,8,15.08
253,Margate,GB,2022-07-13 12:55:25,51.3813,1.3862,75.87,59,100,3.0
254,Srednekolymsk,RU,2022-07-13 12:55:25,67.45,153.6833,62.6,62,100,12.64
255,Sanary-Sur-Mer,FR,2022-07-13 12:55:26,43.1178,5.8001,94.86,67,8,5.99
256,Tilichiki,RU,2022-07-13 12:55:26,60.4667,166.1,57.43,88,97,1.32
257,Comillas,PH,2022-07-13 12:55:26,15.3982,120.7007,81.95,88,100,2.51
258,Nikolskoye,RU,2022-07-13 12:55:27,59.7035,30.7861,77.88,34,13,8.41
259,Urdoma,RU,2022-07-13 12:55:27,61.7533,48.5442,86.94,39,17,7.7
260,Bonavista,CA,2022-07-13 12:55:27,48.6499,-53.1147,59.74,85,100,15.7
261,Bairiki,KI,2022-07-13 12:55:28,1.3292,172.9752,80.6,89,40,11.5
262,Torbay,CA,2022-07-13 12:55:28,47.6666,-52.7314,69.28,85,100,12.66
263,Norman Wells,CA,2022-07-13 12:55:28,65.282,-126.8329,53.64,94,100,13.8
264,Zaysan,KZ,2022-07-13 12:55:28,47.4667,84.8667,77.63,26,1,11.9
265,Ouallam,NE,2022-07-13 12:55:29,14.3188,2.0866,100.11,30,17,12.46
266,Matagami,CA,2022-07-13 12:55:29,49.7502,-77.6328,48.31,93,100,4.61
267,Vrangel,RU,2022-07-13 12:55:29,42.7297,133.0839,64.04,96,100,13.69
268,Porto Novo,BJ,2022-07-13 12:55:30,6.4965,2.6036,81.01,71,100,11.27
269,Salinopolis,BR,2022-07-13 12:55:30,-0.6136,-47.3561,82.58,74,100,8.61
270,Caravelas,BR,2022-07-13 12:55:30,-17.7125,-39.2481,79.72,56,6,4.0
271,Luganville,VU,2022-07-13 12:55:31,-15.5333,167.1667,76.21,84,27,8.05
272,Moron,AR,2022-07-13 12:55:31,-34.6534,-58.6198,49.98,87,4,8.77
273,Mikhaylovka,RU,2022-07-13 12:55:31,50.06,43.2379,81.7,45,63,7.47
274,Bengkulu,ID,2022-07-13 12:55:32,-3.8004,102.2655,78.04,88,95,4.7
275,Quimper,FR,2022-07-13 12:55:32,48.0,-4.1,90.18,33,0,4.61
